station,valid,tmpf,dwpf,relh,drct,sknt,p01i,alti,mslp,vsby,gust,skyc1,skyc2,skyc3,skyc4,skyl1,skyl2,skyl3,skyl4,wxcodes,ice_accretion_1hr,ice_accretion_3hr,ice_accretion_6hr,peak_wind_gust,peak_wind_drct,peak_wind_time,feel,metar,snowdepth
RDU,2018-01-01 00:51,23.00,-0.90,34.52,30.00,9.00,0.00,30.38,1029.30,10.00,15.00,OVC,M,M,M,7000.00,M,M,M,M,M,M,M,M,M,M,12.32,KRDU 010551Z 03009G15KT 10SM OVC070 M05/M18 A3038 RMK AO2 SLP293 T10501183 11039 21050 50006,M
RDU,2018-01-01 01:51,21.90,0.00,37.72,40.00,11.00,0.00,30.40,1030.00,10.00,M,OVC,M,M,M,7000.00,M,M,M,M,M,M,M,M,M,M,9.70,KRDU 010651Z 04011KT 10SM OVC070 M06/M18 A3040 RMK AO2 SLP300 T10561178,M
RDU,2018-01-01 02:51,19.90,0.00,41.06,40.00,9.00,0.00,30.41,1030.40,10.00,M,FEW,BKN,M,M,7000.00,25000.00,M,M,M,M,M,M,M,M,M,8.47,KRDU 010751Z 04009KT 10SM FEW070 BKN250 M07/M18 A3041 RMK AO2 SLP304 T10671178,M
RDU,2018-01-01 03:51,18.00,1.00,46.68,50.00,7.00,0.00,30.43,1031.10,10.00,M,BKN,M,M,M,25000.00,M,M,M,M,M,M,M,M,M,M,7.71,KRDU 010851Z 05007KT 10SM BKN250 M08/M17 A3043 RMK AO2 SLP311 T10781172 51016,M
RDU,2018-01-01 04:51,16.00,1.00,50.90,60.00,8.00,0.00,30.43,1031.20,10.00,M,FEW,M,M,M,25000.00,M,M,M,M,M,M,M,M,M,M,4.40,KRDU 010951Z 06008KT 10SM FEW250 M09/M17 A3043 RMK AO2 SLP312 T10891172,M
RDU,2018-01-01 05:51,16.00,1.00,50.90,50.00,8.00,0.00,30.45,1031.70,10.00,M,FEW,M,M,M,25000.00,M,M,M,M,M,M,M,M,M,M,4.40,KRDU 011051Z 05008KT 10SM FEW250 M09/M17 A3045 RMK AO2 SLP317 T10891172,M
RDU,2018-01-01 06:51,14.00,1.90,57.91,40.00,5.00,0.00,30.48,1032.60,10.00,M,SCT,M,M,M,25000.00,M,M,M,M,M,M,M,M,M,M,5.02,KRDU 011151Z 04005KT 10SM SCT250 M10/M17 A3048 RMK AO2 SLP326 T11001167 11050 21100 53015,M
RDU,2018-01-01 07:51,14.00,3.00,60.94,20.00,3.00,0.00,30.50,1033.30,10.00,M,SCT,M,M,M,25000.00,M,M,M,M,M,M,M,M,M,M,8.11,KRDU 011251Z 02003KT 10SM SCT250 M10/M16 A3050 RMK AO2 SLP333 T11001161,M
RDU,2018-01-01 08:51,16.00,3.00,55.85,20.00,5.00,0.00,30.52,1034.00,10.00,M,SCT,M,M,M,25000.00,M,M,M,M,M,M,M,M,M,M,7.39,KRDU 011351Z 02005KT 10SM SCT250 M09/M16 A3052 RMK AO2 SLP340 T10891161,M
RDU,2018-01-01 09:51,19.90,3.00,47.22,10.00,8.00,0.00,30.54,1034.60,10.00,15.00,SCT,M,M,M,25000.00,M,M,M,M,M,M,M,M,M,M,9.21,KRDU 011451Z 01008G15KT 10SM SCT250 M07/M16 A3054 RMK AO2 SLP346 T10671161 51020,M
RDU,2018-01-01 10:51,21.90,0.00,37.72,30.00,10.00,0.00,30.54,1034.80,10.00,15.00,SCT,M,M,M,25000.00,M,M,M,M,M,M,M,M,M,M,10.30,KRDU 011551Z 03010G15KT 10SM SCT250 M06/M18 A3054 RMK AO2 SLP348 T10561178,M
RDU,2018-01-01 11:51,25.00,-2.00,30.14,M,6.00,0.00,30.51,1033.90,10.00,M,BKN,M,M,M,25000.00,M,M,M,M,M,M,M,M,M,M,17.10,KRDU 011651Z VRB06KT 10SM BKN250 M04/M19 A3051 RMK AO2 SLP339 T10391189,M
RDU,2018-01-01 12:51,25.00,-4.00,27.41,30.00,9.00,0.00,30.48,1032.70,10.00,14.00,FEW,BKN,M,M,6500.00,25000.00,M,M,M,M,M,M,M,M,M,14.81,KRDU 011751Z 03009G14KT 10SM FEW065 BKN250 M04/M20 A3048 RMK AO2 SLP327 T10391200 11033 21106 58019,M
RDU,2018-01-01 13:51,26.10,-5.00,24.84,30.00,8.00,0.00,30.45,1031.80,10.00,M,FEW,BKN,M,M,7000.00,25000.00,M,M,M,M,M,M,M,M,M,16.85,KRDU 011851Z 03008KT 10SM FEW070 BKN250 M03/M21 A3045 RMK AO2 SLP318 T10331206,M
RDU,2018-01-01 14:51,27.00,-6.00,22.91,M,6.00,0.00,30.44,1031.40,10.00,M,SCT,M,M,M,25000.00,M,M,M,M,M,M,M,M,M,M,19.51,KRDU 011951Z VRB06KT 10SM SCT250 M03/M21 A3044 RMK AO2 SLP314 T10281211,M
RDU,2018-01-01 15:51,27.00,-5.00,23.93,350.00,7.00,0.00,30.45,1031.60,10.00,M,SCT,M,M,M,25000.00,M,M,M,M,M,M,M,M,M,M,18.68,KRDU 012051Z 35007KT 310V010 10SM SCT250 M03/M21 A3045 RMK AO2 SLP316 T10281206 55012,M
RDU,2018-01-01 16:51,26.10,-5.00,24.84,M,5.00,0.00,30.46,1032.00,10.00,M,SCT,M,M,M,25000.00,M,M,M,M,M,M,M,M,M,M,19.39,KRDU 012151Z VRB05KT 10SM SCT250 M03/M21 A3046 RMK AO2 SLP320 T10331206,M
RDU,2018-01-01 17:51,23.00,-3.00,31.40,M,3.00,0.00,30.48,1032.70,10.00,M,SCT,M,M,M,25000.00,M,M,M,M,M,M,M,M,M,M,18.40,KRDU 012251Z VRB03KT 10SM SCT250 M05/M19 A3048 RMK AO2 SLP327 T10501194,M
RDU,2018-01-01 18:51,21.00,-3.00,34.17,0.00,0.00,0.00,30.49,1033.30,10.00,M,FEW,M,M,M,25000.00,M,M,M,M,M,M,M,M,M,M,21.00,KRDU 012351Z 00000KT 10SM FEW250 M06/M19 A3049 RMK AO2 SLP333 T10611194 11022 21061 53016,M
RDU,2018-01-01 19:51,21.00,-2.00,35.66,0.00,0.00,0.00,30.50,1033.50,10.00,M,FEW,M,M,M,25000.00,M,M,M,M,M,M,M,M,M,M,21.00,KRDU 020051Z 00000KT 10SM FEW250 M06/M19 A3050 RMK AO2 SLP335 T10611189,M
RDU,2018-01-01 20:51,17.10,-0.90,44.39,0.00,0.00,0.00,30.51,1033.70,10.00,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,17.10,KRDU 020151Z 00000KT 10SM CLR M08/M18 A3051 RMK AO2 SLP337 T10831183,M
RDU,2018-01-01 21:51,19.00,-0.90,40.91,0.00,0.00,0.00,30.52,1034.00,10.00,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,19.00,KRDU 020251Z 00000KT 10SM CLR M07/M18 A3052 RMK AO2 SLP340 T10721183 53008,M
RDU,2018-01-01 22:51,19.00,-0.90,40.91,M,4.00,0.00,30.53,1034.30,10.00,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,12.24,KRDU 020351Z VRB04KT 10SM CLR M07/M18 A3053 RMK AO2 SLP343 T10721183,M
RDU,2018-01-01 23:51,18.00,0.00,44.55,M,3.00,0.00,30.53,1034.30,10.00,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,12.68,KRDU 020451Z VRB03KT 10SM CLR M08/M18 A3053 RMK AO2 SLP343 T10781178 410221106,M
RDU,2018-01-02 00:51,17.10,0.00,46.31,M,3.00,0.00,30.52,1034.20,10.00,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,11.66,KRDU 020551Z VRB03KT 10SM CLR M08/M18 A3052 RMK AO2 SLP342 T10831178 11061 21083 50002,M
RDU,2018-01-02 01:51,15.10,0.00,50.51,350.00,3.00,0.00,30.54,1034.60,10.00,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,9.37,KRDU 020651Z 35003KT 10SM CLR M09/M18 A3054 RMK AO2 SLP346 T10941178,M
RDU,2018-01-02 02:51,15.10,0.00,50.51,10.00,4.00,0.00,30.55,1035.00,10.00,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,7.69,KRDU 020751Z 01004KT 10SM CLR M09/M18 A3055 RMK AO2 SLP350 T10941178,M
RDU,2018-01-02 03:51,14.00,0.00,53.00,10.00,3.00,0.00,30.55,1035.00,10.00,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,8.11,KRDU 020851Z 01003KT 10SM CLR M10/M18 A3055 RMK AO2 SLP350 T11001178 51008,M
RDU,2018-01-02 04:51,12.90,0.00,55.62,20.00,4.00,0.00,30.56,1035.40,10.00,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,5.12,KRDU 020951Z 02004KT 10SM CLR M11/M18 A3056 RMK AO2 SLP354 T11061178,M
RDU,2018-01-02 05:51,12.90,0.00,55.62,M,3.00,0.00,30.57,1036.00,10.00,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,6.85,KRDU 021051Z VRB03KT 10SM CLR M11/M18 A3057 RMK AO2 SLP360 T11061178,M
RDU,2018-01-02 06:51,12.90,-0.90,53.32,0.00,0.00,0.00,30.59,1036.50,10.00,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,12.90,KRDU 021151Z 00000KT 10SM CLR M11/M18 A3059 RMK AO2 SLP365 T11061183 11083 21111 53013,M
RDU,2018-01-02 07:51,12.90,0.00,55.62,10.00,3.00,0.00,30.60,1036.90,10.00,M,FEW,M,M,M,25000.00,M,M,M,M,M,M,M,M,M,M,6.85,KRDU 021251Z 01003KT 10SM FEW250 M11/M18 A3060 RMK AO2 SLP369 T11061178,M
RDU,2018-01-02 08:51,16.00,1.00,50.90,10.00,5.00,0.00,30.62,1037.60,10.00,M,FEW,M,M,M,25000.00,M,M,M,M,M,M,M,M,M,M,7.39,KRDU 021351Z 01005KT 10SM FEW250 M09/M17 A3062 RMK AO2 SLP376 T10891172,M
RDU,2018-01-02 09:51,18.00,0.00,44.55,40.00,7.00,0.00,30.63,1037.90,10.00,M,FEW,M,M,M,25000.00,M,M,M,M,M,M,M,M,M,M,7.71,KRDU 021451Z 04007KT 350V080 10SM FEW250 M08/M18 A3063 RMK AO2 SLP379 T10781178 51014,M
RDU,2018-01-02 10:51,19.90,-0.90,39.36,M,5.00,0.00,30.62,1037.50,10.00,M,FEW,M,M,M,25000.00,M,M,M,M,M,M,M,M,M,M,12.03,KRDU 021551Z VRB05KT 10SM FEW250 M07/M18 A3062 RMK AO2 SLP375 T10671183,M
RDU,2018-01-02 11:51,24.10,-2.00,31.30,310.00,4.00,0.00,30.59,1036.50,10.00,M,FEW,M,M,M,25000.00,M,M,M,M,M,M,M,M,M,M,18.19,KRDU 021651Z 31004KT 10SM FEW250 M04/M19 A3059 RMK AO2 SLP365 T10441189,M
RDU,2018-01-02 12:51,27.00,-0.90,29.23,M,5.00,0.00,30.55,1034.90,10.00,M,FEW,M,M,M,25000.00,M,M,M,M,M,M,M,M,M,M,20.46,KRDU 021751Z VRB05KT 10SM FEW250 M03/M18 A3055 RMK AO2 SLP349 T10281183 11022 21111 58028,M
RDU,2018-01-02 13:51,28.00,-3.00,25.51,0.00,0.00,0.00,30.51,1033.70,10.00,M,FEW,M,M,M,25000.00,M,M,M,M,M,M,M,M,M,M,28.00,KRDU 021851Z 00000KT 10SM FEW250 M02/M19 A3051 RMK AO2 SLP337 T10221194,M
RDU,2018-01-02 14:51,30.90,-3.00,22.67,230.00,5.00,0.00,30.49,1033.00,10.00,M,FEW,M,M,M,25000.00,M,M,M,M,M,M,M,M,M,M,25.09,KRDU 021951Z 23005KT 10SM FEW250 M01/M19 A3049 RMK AO2 SLP330 T10061194,M
RDU,2018-01-02 15:51,30.00,-6.00,20.26,0.00,0.00,0.00,30.48,1032.80,10.00,M,FEW,M,M,M,25000.00,M,M,M,M,M,M,M,M,M,M,30.00,KRDU 022051Z 00000KT 10SM FEW250 M01/M21 A3048 RMK AO2 SLP328 T10111211 56021,M
RDU,2018-01-02 16:51,28.90,-4.00,23.33,180.00,3.00,0.00,30.47,1032.40,10.00,M,FEW,M,M,M,25000.00,M,M,M,M,M,M,M,M,M,M,25.14,KRDU 022151Z 18003KT 10SM FEW250 M02/M20 A3047 RMK AO2 SLP324 T10171200,M
RDU,2018-01-02 17:51,24.10,-3.00,29.99,M,3.00,0.00,30.47,1032.40,10.00,M,FEW,M,M,M,25000.00,M,M,M,M,M,M,M,M,M,M,19.66,KRDU 022251Z VRB03KT 10SM FEW250 M04/M19 A3047 RMK AO2 SLP324 T10441194,M
RDU,2018-01-02 18:51,21.00,-0.90,37.56,0.00,0.00,0.00,30.46,1032.10,10.00,M,FEW,M,M,M,25000.00,M,M,M,M,M,M,M,M,M,M,21.00,KRDU 022351Z 00000KT 10SM FEW250 M06/M18 A3046 RMK AO2 SLP321 T10611183 10000 21067 56007,M
RDU,2018-01-02 19:51,19.90,0.00,41.06,0.00,0.00,0.00,30.45,1031.90,10.00,M,FEW,M,M,M,25000.00,M,M,M,M,M,M,M,M,M,M,19.90,KRDU 030051Z 00000KT 10SM FEW250 M07/M18 A3045 RMK AO2 SLP319 T10671178,M
RDU,2018-01-02 20:51,18.00,1.00,46.68,0.00,0.00,0.00,30.45,1031.80,10.00,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,18.00,KRDU 030151Z 00000KT 10SM CLR M08/M17 A3045 RMK AO2 SLP318 T10781172,M
RDU,2018-01-02 21:51,16.00,1.00,50.90,60.00,3.00,0.00,30.44,1031.40,10.00,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,10.40,KRDU 030251Z 06003KT 10SM CLR M09/M17 A3044 RMK AO2 SLP314 T10891172 58007,M
RDU,2018-01-02 22:51,15.10,1.90,55.19,0.00,0.00,0.00,30.43,1031.00,10.00,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,15.10,KRDU 030351Z 00000KT 10SM CLR M09/M17 A3043 RMK AO2 SLP310 T10941167,M
RDU,2018-01-02 23:51,15.10,1.90,55.19,0.00,0.00,0.00,30.42,1030.60,10.00,M,FEW,M,M,M,25000.00,M,M,M,M,M,M,M,M,M,M,15.10,KRDU 030451Z 00000KT 10SM FEW250 M09/M17 A3042 RMK AO2 SLP306 T10941167 400001111,M
RDU,2018-01-03 00:51,10.00,3.00,72.75,0.00,0.00,0.00,30.40,1030.00,10.00,M,FEW,M,M,M,18000.00,M,M,M,M,M,M,M,M,M,M,10.00,KRDU 030551Z 00000KT 10SM FEW180 M12/M16 A3040 RMK AO2 SLP300 T11221161 11056 21122 58014,M
RDU,2018-01-03 01:51,10.90,1.90,66.41,0.00,0.00,0.00,30.38,1029.40,10.00,M,FEW,FEW,M,M,18000.00,25000.00,M,M,M,M,M,M,M,M,M,10.90,KRDU 030651Z 00000KT 10SM FEW180 FEW250 M12/M17 A3038 RMK AO2 SLP294 T11171167,M
RDU,2018-01-03 02:51,10.00,3.00,72.75,0.00,0.00,0.00,30.38,1029.20,10.00,M,BKN,M,M,M,20000.00,M,M,M,M,M,M,M,M,M,M,10.00,KRDU 030751Z 00000KT 10SM BKN200 M12/M16 A3038 RMK AO2 SLP292 T11221161,M
RDU,2018-01-03 03:51,10.90,7.00,83.93,0.00,0.00,0.00,30.36,1028.60,10.00,M,FEW,BKN,BKN,M,15000.00,20000.00,25000.00,M,M,M,M,M,M,M,M,10.90,KRDU 030851Z 00000KT 10SM FEW150 BKN200 BKN250 M12/M14 A3036 RMK AO2 SLP286 T11171139 57013,M
RDU,2018-01-03 04:51,12.00,6.00,76.73,0.00,0.00,0.00,30.34,1027.80,10.00,M,FEW,FEW,BKN,M,15000.00,20000.00,25000.00,M,M,M,M,M,M,M,M,12.00,KRDU 030951Z 00000KT 10SM FEW150 FEW200 BKN250 M11/M14 A3034 RMK AO2 SLP278 T11111144,M
RDU,2018-01-03 05:51,12.90,7.00,76.82,0.00,0.00,0.00,30.31,1027.10,10.00,M,FEW,FEW,OVC,M,15000.00,20000.00,25000.00,M,M,M,M,M,M,M,M,12.90,KRDU 031051Z 00000KT 10SM FEW150 FEW200 OVC250 M11/M14 A3031 RMK AO2 SLP271 T11061139,M
RDU,2018-01-03 06:51,14.00,8.10,76.92,0.00,0.00,0.00,30.32,1027.20,10.00,M,FEW,BKN,BKN,M,12000.00,16000.00,25000.00,M,M,M,M,M,M,M,M,14.00,KRDU 031151Z 00000KT 10SM FEW120 BKN160 BKN250 M10/M13 A3032 RMK AO2 SLP272 T11001133 11100 21128 55015,M
RDU,2018-01-03 07:51,16.00,10.00,76.77,0.00,0.00,0.00,30.29,1026.50,10.00,M,FEW,BKN,BKN,M,12000.00,15000.00,25000.00,M,M,M,M,M,M,M,M,16.00,KRDU 031251Z 00000KT 10SM FEW120 BKN150 BKN250 M09/M12 A3029 RMK AO2 SLP265 T10891122,M
RDU,2018-01-03 08:51,19.90,12.00,70.95,0.00,0.00,0.00,30.27,1025.80,10.00,M,BKN,BKN,OVC,M,12000.00,15000.00,25000.00,M,M,M,M,M,M,M,M,19.90,KRDU 031351Z 00000KT 10SM BKN120 BKN150 OVC250 M07/M11 A3027 RMK AO2 SLP258 T10671111,M
RDU,2018-01-03 09:51,23.00,12.00,62.23,0.00,0.00,0.00,30.28,1025.80,10.00,M,SCT,BKN,OVC,M,12000.00,15000.00,25000.00,M,M,M,M,M,M,M,M,23.00,KRDU 031451Z 00000KT 10SM SCT120 BKN150 OVC250 M05/M11 A3028 RMK AO2 SLP258 T10501111 55013,M
RDU,2018-01-03 10:51,28.90,7.00,38.95,50.00,4.00,0.00,30.25,1025.00,10.00,M,FEW,FEW,BKN,BKN,11000.00,15000.00,21000.00,25000.00,M,M,M,M,M,M,M,23.80,KRDU 031551Z 05004KT 10SM FEW110 FEW150 BKN210 BKN250 M02/M14 A3025 RMK AO2 SLP250 T10171139,M
RDU,2018-01-03 11:51,30.90,1.00,27.24,40.00,11.00,0.00,30.18,1022.50,10.00,M,FEW,FEW,BKN,BKN,4200.00,11000.00,16000.00,25000.00,M,M,M,M,M,M,M,21.08,KRDU 031651Z 04011KT 10SM FEW042 FEW110 BKN160 BKN250 M01/M17 A3018 RMK AO2 SLP225 T10061172,M
RDU,2018-01-03 12:51,32.00,-3.00,21.68,90.00,5.00,0.00,30.15,1021.50,10.00,M,FEW,FEW,BKN,OVC,4200.00,11000.00,14000.00,20000.00,M,M,M,M,M,M,M,26.40,KRDU 031751Z 09005KT 10SM FEW042 FEW110 BKN140 OVC200 00/M19 A3015 RMK AO2 SLP215 T00001194 10000 21100 58042,M
RDU,2018-01-03 13:51,32.00,-3.00,21.68,350.00,7.00,0.00,30.11,1020.00,10.00,M,FEW,BKN,OVC,M,4400.00,12000.00,14000.00,M,M,M,M,M,M,M,M,24.78,KRDU 031851Z 35007KT 330V030 10SM FEW044 BKN120 OVC140 00/M19 A3011 RMK AO2 SLP200 T00001194,M
RDU,2018-01-03 14:51,32.00,-0.90,23.84,M,6.00,0.00,30.07,1018.80,10.00,M,FEW,SCT,OVC,M,4000.00,8500.00,10000.00,M,M,M,M,M,M,M,M,25.53,KRDU 031951Z VRB06KT 10SM FEW040 SCT085 OVC100 00/M18 A3007 RMK AO2 SLP188 T00001183,M
RDU,2018-01-03 15:51,32.00,-2.00,22.63,20.00,5.00,0.00,30.06,1018.50,10.00,M,FEW,OVC,M,M,4000.00,9500.00,M,M,M,M,M,M,M,M,M,26.40,KRDU 032051Z 02005KT 10SM FEW040 OVC095 00/M19 A3006 RMK AO2 SLP185 T00001189 56030,M
RDU,2018-01-03 16:51,30.90,-2.00,23.66,30.00,6.00,0.00,30.06,1018.30,10.00,M,FEW,BKN,OVC,M,4000.00,7500.00,9500.00,M,M,M,M,M,M,M,M,24.21,KRDU 032151Z 03006KT 10SM FEW040 BKN075 OVC095 M01/M19 A3006 RMK AO2 SLP183 T10061189,M
RDU,2018-01-03 17:51,30.00,-2.00,24.54,M,5.00,0.00,30.03,1017.40,10.00,M,BKN,OVC,M,M,6500.00,9500.00,M,M,M,M,M,M,M,M,M,24.02,KRDU 032251Z VRB05KT 10SM BKN065 OVC095 M01/M19 A3003 RMK AO2 SLP174 T10111189,M
RDU,2018-01-03 18:51,30.00,0.00,26.96,M,5.00,0.00,30.00,1016.40,10.00,M,BKN,OVC,M,M,5000.00,7500.00,M,M,M,M,M,M,M,M,M,24.02,KRDU 032351Z VRB05KT 10SM BKN050 OVC075 M01/M18 A3000 RMK AO2 SLP164 T10111178 10000 21011 58021,M
RDU,2018-01-03 19:51,30.00,1.90,29.47,10.00,8.00,0.00,29.96,1015.20,10.00,M,BKN,OVC,M,M,5000.00,7500.00,M,M,M,M,M,M,M,M,M,21.65,KRDU 040051Z 01008KT 330V040 10SM BKN050 OVC075 M01/M17 A2996 RMK AO2 SLP152 T10111167,M
RDU,2018-01-03 20:41,26.10,19.00,74.16,M,4.00,T,29.95,M,2.50,M,OVC,M,M,M,2900.00,M,M,M,-SN BR,M,M,M,M,M,M,20.53,KRDU 040141Z VRB04KT 2 1/2SM -SN BR OVC029 M03/M07 A2995 RMK AO2 SNB0059 P0000 T10331072,M
RDU,2018-01-03 20:51,25.00,19.90,80.66,20.00,7.00,T,29.95,1014.80,2.00,M,OVC,M,M,M,2400.00,M,M,M,-SN BR,M,M,M,M,M,M,16.25,KRDU 040151Z 02007KT 2SM -SN BR OVC024 M04/M07 A2995 RMK AO2 SNB0059 SLP148 P0000 T10391067,M
RDU,2018-01-03 21:28,24.10,21.90,91.17,360.00,6.00,0.01,29.93,M,1.50,M,OVC,M,M,M,1400.00,M,M,M,-SN BR,M,M,M,M,M,M,16.02,KRDU 040228Z 36006KT 1 1/2SM -SN BR OVC014 M04/M06 A2993 RMK AO2 TWR VIS 2 P0001 T10441056,M
RDU,2018-01-03 21:34,24.10,21.90,91.17,360.00,8.00,0.02,29.92,M,0.50,M,OVC,M,M,M,1300.00,M,M,M,-SN BR,M,M,M,M,M,M,14.38,KRDU 040234Z 36008KT 1/2SM R23R/P6000FT -SN BR OVC013 M04/M06 A2992 RMK AO2 SFC VIS 1 P0002 T10441056,M
RDU,2018-01-03 21:51,24.10,21.90,91.17,M,5.00,0.03,29.92,1013.80,0.50,M,OVC,M,M,M,1400.00,M,M,M,-SN BR,M,M,M,M,M,M,17.01,KRDU 040251Z VRB05KT 1/2SM R23R/P6000FT -SN BR OVC014 M04/M06 A2992 RMK AO2 SFC VIS 1 SLP138 P0003 60003 T10441056 56026,M
RDU,2018-01-03 22:11,24.10,21.90,91.17,10.00,6.00,T,29.91,M,0.50,M,OVC,M,M,M,1700.00,M,M,M,-SN BR,M,M,M,M,M,M,16.02,KRDU 040311Z 01006KT 1/2SM R23R/P6000FT -SN BR OVC017 M04/M06 A2991 RMK AO2 SFC VIS 1 P0000 T10441056,M
RDU,2018-01-03 22:21,24.10,21.90,91.17,20.00,7.00,0.01,29.90,M,0.50,M,FEW,OVC,M,M,800.00,1600.00,M,M,-SN BR,M,M,M,M,M,M,15.15,KRDU 040321Z 02007KT 1/2SM R23R/P6000FT -SN BR FEW008 OVC016 M04/M06 A2990 RMK AO2 SFC VIS 1 P0001 T10441056,M
RDU,2018-01-03 22:29,24.10,21.90,91.17,20.00,8.00,0.01,29.89,M,0.50,M,FEW,OVC,M,M,800.00,1400.00,M,M,-SN BR,M,M,M,M,M,M,14.38,KRDU 040329Z 02008KT 1/2SM R23R/6000VP6000FT -SN BR FEW008 OVC014 M04/M06 A2989 RMK AO2 SFC VIS 1 P0001 T10441056,M
RDU,2018-01-03 22:51,24.10,21.90,91.17,360.00,7.00,0.02,29.87,1011.70,0.50,M,FEW,OVC,M,M,800.00,1400.00,M,M,-SN BR,M,M,M,M,M,M,15.15,KRDU 040351Z 36007KT 1/2SM R23R/P6000FT -SN BR FEW008 OVC014 M04/M06 A2987 RMK AO2 SFC VIS 1 1/2 SLP117 P0002 T10441056,M
RDU,2018-01-03 23:37,25.00,21.90,87.81,10.00,6.00,0.01,29.84,M,0.50,M,FEW,SCT,OVC,M,700.00,1100.00,7000.00,M,-SN BR,M,M,M,M,M,M,17.10,KRDU 040437Z 01006KT 1/2SM R23R/P6000FT -SN BR FEW007 SCT011 OVC070 M04/M06 A2984 RMK AO2 SFC VIS 5 P0001 T10391056,M
RDU,2018-01-03 23:51,25.00,21.90,87.81,M,6.00,0.01,29.82,1010.20,0.50,M,FEW,FEW,OVC,M,700.00,1100.00,7000.00,M,-SN,M,M,M,M,M,M,17.10,KRDU 040451Z VRB06KT 1/2SM R23R/P6000FT -SN FEW007 FEW011 OVC070 M04/M06 A2982 RMK AO2 SFC VIS 8 SLP102 P0001 T10391056 400001128,M
RDU,2018-01-04 00:51,25.00,21.90,87.81,M,4.00,T,29.78,1008.80,0.50,M,FEW,SCT,OVC,M,700.00,1100.00,7500.00,M,M,M,M,M,M,M,M,19.25,KRDU 040551Z VRB04KT 1/2SM R23R/P6000FT FEW007 SCT011 OVC075 M04/M06 A2978 RMK AO2 SFC VIS 10 SNE28 SLP088 4/001 P0000 60006 T10391056 11011 21044 56048,M
RDU,2018-01-04 01:51,25.00,21.90,87.81,M,5.00,0.00,29.77,1008.60,0.50,M,FEW,OVC,M,M,1200.00,7000.00,M,M,M,M,M,M,M,M,M,18.08,KRDU 040651Z VRB05KT 1/2SM R23R/P6000FT FEW012 OVC070 M04/M06 A2977 RMK AO2 SFC VIS 10 SLP086 T10391056,M
RDU,2018-01-04 01:57,25.00,21.90,87.81,350.00,7.00,0.00,29.77,M,10.00,M,FEW,OVC,M,M,1200.00,7000.00,M,M,M,M,M,M,M,M,M,16.25,KRDU 040657Z 35007KT 310V030 10SM FEW012 OVC070 M04/M06 A2977 RMK AO2 T10391056,M
RDU,2018-01-04 02:51,25.00,21.00,84.53,M,5.00,0.00,29.76,1008.30,10.00,M,FEW,BKN,M,M,1200.00,7000.00,M,M,M,M,M,M,M,M,M,18.08,KRDU 040751Z VRB05KT 10SM FEW012 BKN070 M04/M06 A2976 RMK AO2 SLP083 T10391061,M
RDU,2018-01-04 03:51,25.00,19.90,80.66,M,5.00,0.00,29.75,1007.70,10.00,M,FEW,BKN,M,M,8000.00,25000.00,M,M,M,M,M,M,M,M,M,18.08,KRDU 040851Z VRB05KT 10SM FEW080 BKN250 M04/M07 A2975 RMK AO2 SLP077 T10391067 58010,M
RDU,2018-01-04 04:51,23.00,19.90,87.70,M,4.00,0.00,29.73,1007.20,10.00,M,FEW,BKN,M,M,7000.00,25000.00,M,M,M,M,M,M,M,M,M,16.91,KRDU 040951Z VRB04KT 10SM FEW070 BKN250 M05/M07 A2973 RMK AO2 SLP072 T10501067,M
RDU,2018-01-04 05:51,21.90,18.00,84.68,280.00,4.00,0.00,29.74,1007.50,10.00,M,FEW,M,M,M,25000.00,M,M,M,M,M,M,M,M,M,M,15.63,KRDU 041051Z 28004KT 10SM FEW250 M06/M08 A2974 RMK AO2 SLP075 T10561078,M
RDU,2018-01-04 06:51,21.00,10.90,64.48,280.00,5.00,0.00,29.75,1007.70,10.00,M,FEW,M,M,M,25000.00,M,M,M,M,M,M,M,M,M,M,13.33,KRDU 041151Z 28005KT 10SM FEW250 M06/M12 A2975 RMK AO2 SLP077 4/001 70006 T10611117 11039 21061 55000,M
RDU,2018-01-04 07:51,24.10,8.10,49.92,310.00,9.00,0.00,29.76,1008.00,10.00,17.00,FEW,M,M,M,25000.00,M,M,M,M,M,M,M,M,M,M,13.69,KRDU 041251Z 31009G17KT 270V340 10SM FEW250 M04/M13 A2976 RMK AO2 SLP080 T10441133,M
