station,valid,tmpf,dwpf,relh,drct,sknt,p01i,alti,mslp,vsby,gust,skyc1,skyc2,skyc3,skyc4,skyl1,skyl2,skyl3,skyl4,wxcodes,ice_accretion_1hr,ice_accretion_3hr,ice_accretion_6hr,peak_wind_gust,peak_wind_drct,peak_wind_time,feel,metar,snowdepth
RDU,2023-05-29 01:51,67.00,65.00,93.29,30.00,3.00,0.01,29.81,1009.10,1.75,M,OVC,M,M,M,500.00,M,M,M,-DZ BR,M,M,M,M,M,M,66.90,KRDU 290551Z 03003KT 1 3/4SM -DZ BR OVC005 19/18 A2981 RMK AO2 SLP091 CIG 003V007 P0001 60004 T01940183 10194 20194 58009,M
RDU,2023-05-29 02:44,67.00,65.00,93.29,0.00,0.00,T,29.79,M,3.00,M,BKN,BKN,OVC,M,300.00,800.00,1400.00,M,-DZ BR,M,M,M,M,M,M,66.90,KRDU 290644Z COR 00000KT 3SM -DZ BR BKN003 BKN008 OVC014 19/18 A2979 RMK AO2 P0000 T01940183,M
RDU,2023-05-29 02:51,67.00,65.00,93.29,0.00,0.00,T,29.79,1008.50,3.00,M,BKN,BKN,OVC,M,300.00,900.00,3200.00,M,-DZ BR,M,M,M,M,M,M,66.90,KRDU 290651Z 00000KT 3SM -DZ BR BKN003 BKN009 OVC032 19/18 A2979 RMK AO2 SLP085 P0000 T01940183,M
RDU,2023-05-29 03:43,67.00,65.00,93.29,0.00,0.00,T,29.79,M,1.25,M,OVC,M,M,M,300.00,M,M,M,BR,M,M,M,M,M,M,66.90,KRDU 290743Z 00000KT 1 1/4SM BR OVC003 19/18 A2979 RMK AO2 DZE12 P0000 T01940183,M
RDU,2023-05-29 03:51,67.00,65.00,93.29,50.00,3.00,T,29.79,1008.30,1.00,M,OVC,M,M,M,300.00,M,M,M,BR,M,M,M,M,M,M,66.90,KRDU 290751Z 05003KT 1SM BR OVC003 19/18 A2979 RMK AO2 DZE12 SLP083 P0000 T01940183,M
RDU,2023-05-29 03:54,67.00,65.00,93.29,40.00,3.00,0.00,29.79,M,0.25,M,OVC,M,M,M,300.00,M,M,M,BR,M,M,M,M,M,M,66.90,KRDU 290754Z 04003KT 1/4SM BR OVC003 19/18 A2979 RMK AO2 SFC VIS 1 T01940183,M
RDU,2023-05-29 04:51,67.00,65.00,93.29,180.00,3.00,0.01,29.79,1008.50,0.50,M,VV ,M,M,M,400.00,M,M,M,-RA FG,M,M,M,M,M,M,66.90,KRDU 290851Z 18003KT 1/2SM -RA FG VV004 19/18 A2979 RMK AO2 RAB44 SLP085 P0001 60001 T01940183 55004,M
RDU,2023-05-29 05:10,67.00,65.00,93.29,190.00,4.00,0.01,29.80,M,0.50,M,VV ,M,M,M,500.00,M,M,M,-DZ BR,M,M,M,M,M,M,66.90,KRDU 290910Z 19004KT 1/2SM -DZ BR VV005 19/18 A2980 RMK AO2 SFC VIS 1 RAE0859DZB09 P0001 T01940183,M
RDU,2023-05-29 05:30,67.00,65.00,93.29,180.00,4.00,0.01,29.80,M,0.75,M,OVC,M,M,M,300.00,M,M,M,-DZ BR,M,M,M,M,M,M,66.90,KRDU 290930Z 18004KT 3/4SM -DZ BR OVC003 19/18 A2980 RMK AO2 SFC VIS 1 1/2 RAE0859DZB09 P0001 T01940183,M
RDU,2023-05-29 05:44,67.00,65.00,93.29,170.00,4.00,0.01,29.80,M,0.50,M,OVC,M,M,M,400.00,M,M,M,BR,M,M,M,M,M,M,66.90,KRDU 290944Z 17004KT 1/2SM BR OVC004 19/18 A2980 RMK AO2 SFC VIS 5 RAE0859DZB09E44 P0001 T01940183,M
RDU,2023-05-29 05:51,67.00,65.00,93.29,M,5.00,0.01,29.80,1008.80,0.50,M,OVC,M,M,M,300.00,M,M,M,M,M,M,M,M,M,M,66.90,KRDU 290951Z VRB05KT 1/2SM OVC003 19/18 A2980 RMK AO2 SFC VIS 7 RAE0859DZB09E44 SLP088 P0001 T01940183,M
RDU,2023-05-29 06:10,67.00,65.00,93.29,210.00,6.00,0.00,29.81,M,1.00,M,OVC,M,M,M,300.00,M,M,M,M,M,M,M,M,M,M,66.90,KRDU 291010Z 21006KT 1SM OVC003 19/18 A2981 RMK AO2 SFC VIS 7 T01940183,M
RDU,2023-05-29 06:33,66.00,65.00,96.24,190.00,6.00,0.00,29.81,M,1.00,M,OVC,M,M,M,400.00,M,M,M,BR,M,M,M,M,M,M,66.00,KRDU 291033Z 19006KT 1SM BR OVC004 19/18 A2981 RMK AO2 SFC VIS 2 CIG 003V005 T01890183,M
RDU,2023-05-29 06:37,67.00,65.00,93.29,190.00,5.00,0.00,29.81,M,0.50,M,OVC,M,M,M,400.00,M,M,M,BR,M,M,M,M,M,M,66.90,KRDU 291037Z 19005KT 1/2SM BR OVC004 19/18 A2981 RMK AO2 SFC VIS 2 CIG 003V005 T01940183,M
RDU,2023-05-29 06:51,67.00,65.00,93.29,190.00,4.00,0.00,29.82,1009.40,0.50,M,BKN,OVC,M,M,400.00,900.00,M,M,BR,M,M,M,M,M,M,66.90,KRDU 291051Z 19004KT 1/2SM BR BKN004 OVC009 19/18 A2982 RMK AO2 SFC VIS 1 1/2 SLP094 T01940183,M
RDU,2023-05-29 06:59,67.00,65.00,93.29,200.00,5.00,0.00,29.82,M,1.50,M,BKN,OVC,M,M,400.00,1800.00,M,M,BR,M,M,M,M,M,M,66.90,KRDU 291059Z 20005KT 1 1/2SM BR BKN004 OVC018 19/18 A2982 RMK AO2 SFC VIS 2 T01940183,M
RDU,2023-05-29 07:41,67.00,65.00,93.29,210.00,6.00,0.00,29.84,M,1.50,M,BKN,OVC,M,M,500.00,1600.00,M,M,BR,M,M,M,M,M,M,66.90,KRDU 291141Z 21006KT 1 1/2SM BR BKN005 OVC016 19/18 A2984 RMK AO2 SFC VIS 2 1/2 T01940183,M
RDU,2023-05-29 07:47,66.20,64.40,93.92,210.00,6.00,T,29.84,M,2.00,M,BKN,OVC,M,M,500.00,1600.00,M,M,-DZ BR,M,M,M,M,M,M,66.20,KRDU 291147Z 21006KT 2SM -DZ BR BKN005 OVC016 19/18 A2984 RMK AO2 DZB47 P0000,M
RDU,2023-05-29 07:51,67.00,64.00,90.40,200.00,6.00,T,29.84,1010.20,1.50,M,BKN,OVC,M,M,500.00,1600.00,M,M,-DZ BR,M,M,M,M,M,M,66.90,KRDU 291151Z 20006KT 1 1/2SM -DZ BR BKN005 OVC016 19/18 A2984 RMK AO2 TWR VIS 2 DZB47 SLP102 P0000 60002 70021 T01940178 10194 20189 51013,M
RDU,2023-05-29 08:51,68.00,65.00,89.81,210.00,6.00,T,29.86,1010.70,2.00,M,BKN,OVC,M,M,500.00,1500.00,M,M,-DZ BR,M,M,M,M,M,M,68.00,KRDU 291251Z 21006KT 2SM -DZ BR BKN005 OVC015 20/18 A2986 RMK AO2 SLP107 P0000 T02000183,M
RDU,2023-05-29 09:51,68.00,64.00,87.03,160.00,6.00,T,29.88,1011.30,2.00,M,BKN,OVC,M,M,600.00,1800.00,M,M,-DZ BR,M,M,M,M,M,M,68.00,KRDU 291351Z 16006KT 2SM -DZ BR BKN006 OVC018 20/18 A2988 RMK AO2 SLP113 P0000 T02000178,M
RDU,2023-05-29 10:44,69.00,66.00,89.86,160.00,5.00,T,29.87,M,7.00,M,BKN,BKN,M,M,700.00,1800.00,M,M,M,M,M,M,M,M,M,69.10,KRDU 291444Z 16005KT 7SM BKN007 BKN018 21/19 A2987 RMK AO2 DZE41 P0000 T02060189,M
RDU,2023-05-29 10:51,70.00,65.00,83.86,M,4.00,T,29.87,1011.10,10.00,M,BKN,BKN,M,M,700.00,1800.00,M,M,M,M,M,M,M,M,M,70.00,KRDU 291451Z VRB04KT 10SM BKN007 BKN018 21/18 A2987 RMK AO2 DZE41 SLP111 P0000 60000 T02110183 50010,M
RDU,2023-05-29 11:23,70.00,64.00,81.27,140.00,4.00,0.00,29.88,M,10.00,M,BKN,OVC,M,M,1000.00,1800.00,M,M,M,M,M,M,M,M,M,70.00,KRDU 291523Z 14004KT 10SM BKN010 OVC018 21/18 A2988 RMK AO2 T02110178,M
RDU,2023-05-29 11:51,69.00,65.00,86.48,130.00,6.00,T,29.88,1011.40,10.00,M,BKN,OVC,M,M,1000.00,1800.00,M,M,-RA,M,M,M,M,M,M,69.10,KRDU 291551Z 13006KT 10SM -RA BKN010 OVC018 21/18 A2988 RMK AO2 RAB50 SLP114 CIG 008V012 P0000 T02060183,M
RDU,2023-05-29 12:33,68.00,65.00,89.81,150.00,4.00,T,29.89,M,1.50,M,BKN,OVC,M,M,900.00,1500.00,M,M,-DZ BR,M,M,M,M,M,M,68.00,KRDU 291633Z 15004KT 1 1/2SM -DZ BR BKN009 OVC015 20/18 A2989 RMK AO2 SFC VIS 2 RAE06DZB06 P0000 T02000183,M
RDU,2023-05-29 12:51,68.00,65.00,89.81,170.00,4.00,T,29.89,1011.60,1.50,M,BKN,OVC,M,M,900.00,1500.00,M,M,-DZ BR,M,M,M,M,M,M,68.00,KRDU 291651Z 17004KT 1 1/2SM -DZ BR BKN009 OVC015 20/18 A2989 RMK AO2 RAE06DZB06 SLP116 P0000 T02000183,M
RDU,2023-05-29 13:51,69.00,66.00,89.86,120.00,4.00,0.02,29.89,1011.60,1.50,M,BKN,OVC,M,M,600.00,1500.00,M,M,-DZ BR,M,M,M,M,M,M,69.10,KRDU 291751Z 12004KT 1 1/2SM -DZ BR BKN006 OVC015 21/19 A2989 RMK AO2 SFC VIS 3 SLP116 P0002 60002 T02060189 10217 20189 51005,M
RDU,2023-05-29 14:51,70.00,66.00,87.14,90.00,5.00,0.01,29.88,1011.40,1.50,M,BKN,OVC,M,M,600.00,1800.00,M,M,-DZ BR,M,M,M,M,M,M,70.00,KRDU 291851Z 09005KT 1 1/2SM -DZ BR BKN006 OVC018 21/19 A2988 RMK AO2 SFC VIS 2 1/2 SLP114 P0001 T02110189,M
RDU,2023-05-29 15:22,70.00,65.00,83.86,80.00,7.00,T,29.88,M,7.00,M,BKN,BKN,OVC,M,600.00,1800.00,2800.00,M,-DZ,M,M,M,M,M,M,70.00,KRDU 291922Z 08007KT 7SM -DZ BKN006 BKN018 OVC028 21/18 A2988 RMK AO2 BKN006 V SCT P0000 T02110183,M
RDU,2023-05-29 15:38,71.00,66.00,83.93,130.00,6.00,T,29.88,M,10.00,M,SCT,BKN,OVC,M,600.00,1800.00,4100.00,M,M,M,M,M,M,M,M,71.10,KRDU 291938Z 13006KT 10SM SCT006 BKN018 OVC041 22/19 A2988 RMK AO2 DZE37 P0000 T02170189,M
RDU,2023-05-29 15:51,71.00,66.00,83.93,140.00,7.00,T,29.88,1011.40,10.00,M,SCT,BKN,OVC,M,600.00,1200.00,4100.00,M,M,M,M,M,M,M,M,71.10,KRDU 291951Z 14007KT 10SM SCT006 BKN012 OVC041 22/19 A2988 RMK AO2 DZE37 SLP114 P0000 T02170189,M
RDU,2023-05-29 16:51,71.00,65.00,80.78,110.00,5.00,T,29.89,1011.60,10.00,M,SCT,BKN,OVC,M,600.00,1500.00,4800.00,M,M,M,M,M,M,M,M,71.10,KRDU 292051Z 11005KT 10SM SCT006 BKN015 OVC048 22/18 A2989 RMK AO2 DZB03E16 SLP116 P0000 60001 T02170183 55000,M
RDU,2023-05-29 17:51,72.00,66.00,81.41,170.00,7.00,T,29.89,1011.70,10.00,M,BKN,BKN,BKN,M,1200.00,5000.00,25000.00,M,M,M,M,M,M,M,M,72.00,KRDU 292151Z 17007KT 10SM BKN012 BKN050 BKN250 22/19 A2989 RMK AO2 DZB07E26 SLP117 BKN012 V SCT P0000 T02220189,M
RDU,2023-05-29 18:11,72.00,64.00,75.92,M,5.00,0.00,29.89,M,10.00,M,SCT,BKN,BKN,M,1200.00,5000.00,25000.00,M,M,M,M,M,M,M,M,72.00,KRDU 292211Z VRB05KT 10SM SCT012 BKN050 BKN250 22/18 A2989 RMK AO2 T02220178,M
RDU,2023-05-29 18:51,71.00,63.00,75.58,0.00,0.00,0.00,29.89,1011.80,10.00,M,SCT,BKN,BKN,M,1600.00,5000.00,25000.00,M,M,M,M,M,M,M,M,71.10,KRDU 292251Z 00000KT 10SM SCT016 BKN050 BKN250 22/17 A2989 RMK AO2 SLP118 SCT V BKN T02170172,M
RDU,2023-05-29 19:51,71.00,63.00,75.58,0.00,0.00,0.00,29.90,1012.20,10.00,M,SCT,BKN,BKN,M,1600.00,5000.00,25000.00,M,M,M,M,M,M,M,M,71.10,KRDU 292351Z 00000KT 10SM SCT016 BKN050 BKN250 22/17 A2990 RMK AO2 SLP122 60001 T02170172 10222 20206 53005,M
RDU,2023-05-29 20:12,69.00,64.00,83.81,0.00,0.00,0.00,29.92,M,10.00,M,SCT,BKN,BKN,M,1600.00,2800.00,25000.00,M,M,M,M,M,M,M,M,69.10,KRDU 300012Z 00000KT 10SM SCT016 BKN028 BKN250 21/18 A2992 RMK AO2 T02060178,M
RDU,2023-05-29 20:39,69.00,64.00,83.81,0.00,0.00,0.00,29.93,M,10.00,M,FEW,SCT,BKN,M,1600.00,2800.00,25000.00,M,M,M,M,M,M,M,M,69.10,KRDU 300039Z 00000KT 10SM FEW016 SCT028 BKN250 21/18 A2993 RMK AO2 T02060178,M
RDU,2023-05-29 20:51,67.00,64.00,90.40,0.00,0.00,0.00,29.93,1013.10,10.00,M,FEW,BKN,BKN,M,1600.00,2800.00,25000.00,M,M,M,M,M,M,M,M,66.90,KRDU 300051Z 00000KT 10SM FEW016 BKN028 BKN250 19/18 A2993 RMK AO2 SLP131 T01940178,M
RDU,2023-05-29 21:51,66.00,64.00,93.26,50.00,3.00,0.00,29.95,1014.10,10.00,M,FEW,BKN,OVC,M,1000.00,2800.00,25000.00,M,M,M,M,M,M,M,M,66.00,KRDU 300151Z 05003KT 10SM FEW010 BKN028 OVC250 19/18 A2995 RMK AO2 SLP141 BKN V SCT T01890178,M
RDU,2023-05-29 22:07,66.00,64.00,93.26,0.00,0.00,0.00,29.96,M,10.00,M,FEW,SCT,BKN,M,1000.00,2800.00,25000.00,M,M,M,M,M,M,M,M,66.00,KRDU 300207Z 00000KT 10SM FEW010 SCT028 BKN250 19/18 A2996 RMK AO2 T01890178,M
RDU,2023-05-29 22:51,64.00,63.00,96.55,0.00,0.00,0.00,29.97,1014.50,10.00,M,FEW,SCT,SCT,M,1000.00,2800.00,25000.00,M,M,M,M,M,M,M,M,64.00,KRDU 300251Z 00000KT 10SM FEW010 SCT028 SCT250 18/17 A2997 RMK AO2 SLP145 T01780172 51022,M
RDU,2023-05-29 23:51,63.00,61.00,93.18,0.00,0.00,0.00,29.97,1014.60,10.00,M,BKN,BKN,M,M,3100.00,7000.00,M,M,M,M,M,M,M,M,M,63.00,KRDU 300351Z 00000KT 10SM BKN031 BKN070 17/16 A2997 RMK AO2 SLP146 T01720161,M
RDU,2023-05-30 00:51,63.00,61.00,93.18,0.00,0.00,0.00,29.97,1014.50,10.00,M,SCT,SCT,M,M,3100.00,7000.00,M,M,M,M,M,M,M,M,M,63.00,KRDU 300451Z 00000KT 10SM SCT031 SCT070 17/16 A2997 RMK AO2 SLP145 T01720161 402220167,M
RDU,2023-05-30 01:51,64.00,63.00,96.55,0.00,0.00,0.00,29.95,1013.80,10.00,M,BKN,BKN,M,M,4400.00,7000.00,M,M,M,M,M,M,M,M,M,64.00,KRDU 300551Z 00000KT 10SM BKN044 BKN070 18/17 A2995 RMK AO2 SLP138 T01780172 10217 20167 58007,M
RDU,2023-05-30 02:51,64.00,62.00,93.54,30.00,3.00,0.00,29.95,1013.90,5.00,M,SCT,BKN,BKN,M,200.00,4000.00,7000.00,M,BR,M,M,M,M,M,M,64.00,KRDU 300651Z 03003KT 5SM BR SCT002 BKN040 BKN070 18/17 A2995 RMK AO2 SLP139 T01780167,M
RDU,2023-05-30 03:51,64.00,62.00,93.54,30.00,3.00,0.00,29.96,1014.20,10.00,M,FEW,BKN,BKN,M,200.00,3100.00,5000.00,M,M,M,M,M,M,M,M,64.00,KRDU 300751Z 03003KT 10SM FEW002 BKN031 BKN050 18/17 A2996 RMK AO2 SLP142 T01780167,M
RDU,2023-05-30 04:17,64.00,62.00,93.54,40.00,5.00,0.00,29.96,M,2.00,M,FEW,SCT,SCT,M,200.00,1900.00,3200.00,M,BR,M,M,M,M,M,M,64.00,KRDU 300817Z 04005KT 2SM BR FEW002 SCT019 SCT032 18/17 A2996 RMK AO2 T01780167,M
RDU,2023-05-30 04:44,64.00,62.00,93.54,40.00,6.00,0.00,29.96,M,2.00,M,BKN,BKN,BKN,M,400.00,2000.00,3800.00,M,BR,M,M,M,M,M,M,64.00,KRDU 300844Z 04006KT 2SM BR BKN004 BKN020 BKN038 18/17 A2996 RMK AO2 T01780167,M
RDU,2023-05-30 04:51,64.00,63.00,96.55,50.00,7.00,0.00,29.96,1014.20,5.00,M,BKN,BKN,BKN,M,300.00,2000.00,3800.00,M,BR,M,M,M,M,M,M,64.00,KRDU 300851Z 05007KT 5SM BR BKN003 BKN020 BKN038 18/17 A2996 RMK AO2 SLP142 T01780172 52005,M
RDU,2023-05-30 05:32,65.00,63.00,93.56,40.00,6.00,0.00,29.97,M,2.00,M,OVC,M,M,M,200.00,M,M,M,BR,M,M,M,M,M,M,64.90,KRDU 300932Z 04006KT 2SM BR OVC002 18/17 A2997 RMK AO2 T01830172,M
RDU,2023-05-30 05:51,65.00,63.00,93.56,50.00,6.00,T,29.97,1014.60,1.00,M,OVC,M,M,M,200.00,M,M,M,-DZ BR,M,M,M,M,M,M,64.90,KRDU 300951Z 05006KT 1SM -DZ BR OVC002 18/17 A2997 RMK AO2 SFC VIS 2 DZB51 SLP146 P0000 T01830172,M
RDU,2023-05-30 05:53,65.00,63.00,93.56,50.00,6.00,T,29.97,M,0.50,M,OVC,M,M,M,200.00,M,M,M,-DZ BR,M,M,M,M,M,M,64.90,KRDU 300953Z 05006KT 1/2SM -DZ BR OVC002 18/17 A2997 RMK AO2 SFC VIS 2 P0000 T01830172,M
RDU,2023-05-30 06:09,66.00,64.00,93.26,60.00,6.00,T,29.98,M,1.00,M,OVC,M,M,M,200.00,M,M,M,BR,M,M,M,M,M,M,66.00,KRDU 301009Z 06006KT 1SM BR OVC002 19/18 A2998 RMK AO2 SFC VIS 2 DZE04 P0000 T01890178,M
RDU,2023-05-30 06:26,66.00,64.00,93.26,60.00,10.00,T,29.98,M,2.00,17.00,OVC,M,M,M,400.00,M,M,M,BR,M,M,M,M,M,M,66.00,KRDU 301026Z 06010G17KT 2SM BR OVC004 19/18 A2998 RMK AO2 SFC VIS 3 DZE04 P0000 T01890178,M
RDU,2023-05-30 06:51,66.00,64.00,93.26,60.00,6.00,T,30.00,1015.40,4.00,15.00,OVC,M,M,M,400.00,M,M,M,BR,M,M,M,M,M,M,66.00,KRDU 301051Z 06006G15KT 4SM BR OVC004 19/18 A3000 RMK AO2 DZE04 SLP154 P0000 T01890178,M
RDU,2023-05-30 07:21,67.00,64.00,90.40,40.00,4.00,0.00,30.01,M,5.00,M,BKN,OVC,M,M,500.00,1600.00,M,M,BR,M,M,M,M,M,M,66.90,KRDU 301121Z 04004KT 5SM BR BKN005 OVC016 19/18 A3001 RMK AO2 T01940178,M
RDU,2023-05-30 07:51,68.00,64.00,87.03,70.00,9.00,T,30.02,1016.20,6.00,M,BKN,OVC,M,M,700.00,2000.00,M,M,BR,M,M,M,M,M,M,68.00,KRDU 301151Z 07009KT 6SM BR BKN007 OVC020 20/18 A3002 RMK AO2 RAB42E49 SLP162 P0000 60000 70003 T02000178 10200 20172 53020,M
RDU,2023-05-30 08:51,68.00,65.00,89.81,60.00,9.00,T,30.04,1016.70,10.00,M,BKN,BKN,M,M,800.00,2500.00,M,M,M,M,M,M,M,M,M,68.00,KRDU 301251Z 06009KT 10SM BKN008 BKN025 20/18 A3004 RMK AO2 RAB36E45 SLP167 P0000 T02000183,M
RDU,2023-05-30 09:29,70.00,64.00,81.27,70.00,8.00,T,30.04,M,10.00,M,BKN,BKN,M,M,1000.00,3200.00,M,M,-RA,M,M,M,M,M,M,70.00,KRDU 301329Z 07008KT 10SM -RA BKN010 BKN032 21/18 A3004 RMK AO2 RAB27 P0000 T02110178,M
RDU,2023-05-30 09:51,71.00,64.00,78.28,60.00,9.00,T,30.04,1017.00,10.00,M,BKN,BKN,M,M,1200.00,3200.00,M,M,M,M,M,M,M,M,M,71.10,KRDU 301351Z 06009KT 10SM BKN012 BKN032 22/18 A3004 RMK AO2 RAB27E49 SLP170 P0000 T02170178,M
RDU,2023-05-30 10:20,72.00,64.00,75.92,60.00,10.00,0.00,30.05,M,10.00,15.00,SCT,BKN,M,M,1500.00,3200.00,M,M,M,M,M,M,M,M,M,72.00,KRDU 301420Z 06010G15KT 010V090 10SM SCT015 BKN032 22/18 A3005 RMK AO2 T02220178,M
RDU,2023-05-30 10:51,73.00,63.00,70.87,50.00,10.00,0.00,30.05,1017.20,10.00,M,BKN,BKN,M,M,1700.00,3200.00,M,M,M,M,M,M,M,M,M,73.00,KRDU 301451Z 05010KT 10SM BKN017 BKN032 23/17 A3005 RMK AO2 SLP172 60000 T02280172 51010,M
RDU,2023-05-30 11:51,72.00,65.00,78.35,20.00,7.00,0.01,30.05,1017.20,10.00,M,SCT,BKN,BKN,M,1000.00,2200.00,3200.00,M,M,M,M,M,M,M,M,72.00,KRDU 301551Z 02007KT 10SM SCT010 BKN022 BKN032 22/18 A3005 RMK AO2 RAB15E32 SLP172 SCT V BKN P0001 T02220183,M
RDU,2023-05-30 12:51,73.00,63.00,70.87,30.00,10.00,0.00,30.05,1017.10,10.00,18.00,BKN,BKN,M,M,1900.00,4000.00,M,M,M,M,M,M,M,M,M,73.00,KRDU 301651Z 03010G18KT 10SM BKN019 BKN040 23/17 A3005 RMK AO2 SLP171 T02280172,M
RDU,2023-05-30 13:51,74.00,63.00,68.76,50.00,14.00,0.00,30.06,1017.40,10.00,19.00,BKN,BKN,M,M,1700.00,4500.00,M,M,M,M,M,M,M,M,M,73.90,KRDU 301751Z 05014G19KT 10SM BKN017 BKN045 23/17 A3006 RMK AO2 SLP174 60001 T02330172 10239 20200 53001,M
RDU,2023-05-30 14:19,69.00,62.00,78.39,40.00,13.00,0.00,30.07,M,10.00,19.00,BKN,BKN,M,M,1300.00,4500.00,M,M,M,M,M,M,M,M,M,69.10,KRDU 301819Z 04013G19KT 10SM BKN013 BKN045 21/17 A3007 RMK AO2 T02060167,M
RDU,2023-05-30 14:51,73.00,63.00,70.87,40.00,11.00,0.00,30.06,1017.40,10.00,16.00,BKN,BKN,M,M,1100.00,4500.00,M,M,M,M,M,M,M,M,M,73.00,KRDU 301851Z 04011G16KT 10SM BKN011 BKN045 23/17 A3006 RMK AO2 SLP174 T02280172,M
RDU,2023-05-30 15:23,73.00,62.00,68.66,40.00,12.00,0.00,30.05,M,10.00,19.00,SCT,BKN,BKN,M,1100.00,1700.00,4500.00,M,M,M,M,M,M,M,M,73.00,KRDU 301923Z 04012G19KT 10SM SCT011 BKN017 BKN045 23/17 A3005 RMK AO2 T02280167,M
RDU,2023-05-30 15:51,73.00,62.00,68.66,60.00,10.00,0.00,30.04,1016.90,10.00,M,FEW,SCT,BKN,M,1100.00,2100.00,4500.00,M,M,M,M,M,M,M,M,73.00,KRDU 301951Z 06010KT 10SM FEW011 SCT021 BKN045 23/17 A3004 RMK AO2 SLP169 T02280167,M
RDU,2023-05-30 16:51,75.00,62.00,64.20,40.00,13.00,0.00,30.04,1016.70,10.00,M,FEW,SCT,SCT,M,1100.00,2100.00,4500.00,M,M,M,M,M,M,M,M,75.00,KRDU 302051Z 04013KT 10SM FEW011 SCT021 SCT045 24/17 A3004 RMK AO2 SLP167 T02390167 58007,M
RDU,2023-05-30 17:36,71.00,62.00,73.22,50.00,12.00,0.00,30.05,M,10.00,M,BKN,BKN,BKN,M,1700.00,2500.00,25000.00,M,M,M,M,M,M,M,M,71.10,KRDU 302136Z 05012KT 10SM BKN017 BKN025 BKN250 22/17 A3005 RMK AO2 T02170167,M
RDU,2023-05-30 17:51,70.00,61.00,73.11,40.00,11.00,0.00,30.05,1017.30,10.00,M,BKN,BKN,BKN,M,1700.00,2500.00,25000.00,M,M,M,M,M,M,M,M,70.00,KRDU 302151Z 04011KT 10SM BKN017 BKN025 BKN250 21/16 A3005 RMK AO2 SLP173 T02110161,M
RDU,2023-05-30 18:51,68.00,61.00,78.30,40.00,10.00,0.00,30.05,1017.30,10.00,M,BKN,BKN,M,M,1600.00,2500.00,M,M,M,M,M,M,M,M,M,68.00,KRDU 302251Z 04010KT 10SM BKN016 BKN025 20/16 A3005 RMK AO2 SLP173 T02000161,M
RDU,2023-05-30 19:29,67.00,61.00,81.33,40.00,9.00,0.00,30.06,M,10.00,M,BKN,BKN,M,M,1300.00,2500.00,M,M,M,M,M,M,M,M,M,66.90,KRDU 302329Z 04009KT 10SM BKN013 BKN025 19/16 A3006 RMK AO2 T01940161,M
RDU,2023-05-30 19:51,66.00,62.00,87.24,30.00,5.00,T,30.07,1017.90,6.00,M,BKN,OVC,M,M,1300.00,2500.00,M,M,-RA BR,M,M,M,M,M,M,66.00,KRDU 302351Z 03005KT 6SM -RA BR BKN013 OVC025 19/17 A3007 RMK AO2 RAB30 SLP179 P0000 60000 T01890167 10239 20189 51010,M
RDU,2023-05-30 20:22,65.00,62.00,90.64,30.00,6.00,T,30.07,M,5.00,M,FEW,BKN,OVC,M,800.00,1200.00,2500.00,M,-DZ BR,M,M,M,M,M,M,64.90,KRDU 310022Z 03006KT 5SM -DZ BR FEW008 BKN012 OVC025 18/17 A3007 RMK AO2 RAE2354DZB05 P0000 T01830167,M
RDU,2023-05-30 20:51,65.00,63.00,93.56,30.00,4.00,T,30.08,1018.30,7.00,M,SCT,OVC,M,M,600.00,2100.00,M,M,-DZ,M,M,M,M,M,M,64.90,KRDU 310051Z 03004KT 7SM -DZ SCT006 OVC021 18/17 A3008 RMK AO2 RAE2354DZB05 SLP183 P0000 T01830172,M
RDU,2023-05-30 21:13,65.00,62.00,90.64,30.00,5.00,T,30.08,M,4.00,M,BKN,OVC,M,M,600.00,2000.00,M,M,-DZ BR,M,M,M,M,M,M,64.90,KRDU 310113Z 03005KT 4SM -DZ BR BKN006 OVC020 18/17 A3008 RMK AO2 P0000 T01830167,M
RDU,2023-05-30 21:51,65.00,62.00,90.64,60.00,5.00,T,30.10,1018.80,5.00,M,BKN,OVC,M,M,600.00,2000.00,M,M,BR,M,M,M,M,M,M,64.90,KRDU 310151Z 06005KT 5SM BR BKN006 OVC020 18/17 A3010 RMK AO2 DZE24 SLP188 BKN V SCT P0000 T01830167,M
RDU,2023-05-30 22:51,65.00,62.00,90.64,30.00,5.00,T,30.11,1019.10,5.00,M,BKN,OVC,M,M,700.00,1400.00,M,M,-DZ BR,M,M,M,M,M,M,64.90,KRDU 310251Z 03005KT 5SM -DZ BR BKN007 OVC014 18/17 A3011 RMK AO2 DZB07 SLP191 P0000 60000 T01830167 51014,M
RDU,2023-05-30 23:51,65.00,62.00,90.64,30.00,5.00,T,30.10,1018.90,5.00,M,FEW,BKN,OVC,M,400.00,600.00,1400.00,M,-DZ BR,M,M,M,M,M,M,64.90,KRDU 310351Z 03005KT 5SM -DZ BR FEW004 BKN006 OVC014 18/17 A3010 RMK AO2 SLP189 P0000 T01830167,M
RDU,2023-05-31 00:51,65.00,62.00,90.64,50.00,6.00,T,30.10,1018.90,3.00,M,FEW,BKN,OVC,M,400.00,600.00,1400.00,M,-DZ BR,M,M,M,M,M,M,64.90,KRDU 310451Z 05006KT 3SM -DZ BR FEW004 BKN006 OVC014 18/17 A3010 RMK AO2 SLP189 P0000 T01830167 402390172,M
